worker_id,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,sovra,quartile,doc_truthfulness_value,mean,age_ans_index,age_ans_label,school_ans_index,school_ans_label,taxes_ans_index,taxes_ans_label,political_views_ans_index,political_views_ans_label,consideration_ans_index,consideration_ans_label,southern_border_ans_index,southern_border_ans_label,s_info_1_ans_index,s_info_1_ans_label,s_info_3_v2_ans_index,s_info_3_v2_ans_label,s_info_4_ans_index,s_info_4_ans_label,s_info_5_ans_index,s_info_5_ans_label,s_info_6_ans_index,s_info_6_ans_label,s_info_7_ans_index,s_info_7_ans_label,s_com_1_v2_ans_index,s_com_1_v2_ans_label,s_com_2_ans_index,s_com_2_ans_label,k_info_1_ans_index,k_info_1_ans_label,k_info_2_ans_index,k_info_2_ans_label,k_info_3_ans_index,k_info_3_ans_label,k_crea_2_ans_index,k_crea_2_ans_label,k_ai_2_ans_index,k_ai_2_ans_label,k_ai_4_ans_index,k_ai_4_ans_label,environment_ans_index,environment_ans_label,s_ai_1_ans_index,s_ai_1_ans_label,s_ai_2_ans_index,s_ai_2_ans_label,s_ai_6_ans_index,s_ai_6_ans_label,age_mean,school_mean,taxes_mean,political_views_mean,consideration_mean,southern_border_mean,scarto,scarto_medio,s_info_1_mean,s_info_3_v2_mean,s_info_4_mean,s_info_5_mean,s_info_6_mean,s_info_7_mean,s_com_1_v2_mean,s_com_2_mean,k_info_1_mean,k_info_2_mean,k_info_3_mean,k_crea_2_mean,k_ai_2_mean,k_ai_4_mean
55b645b1fdf99b1c02906872,joni-ernst-target-describing-11th-hour-obama-rule-,mostly-true,4.0,other,other,4.0,3.4,4.0,51-80,3.0,Four year college degree/bachelorâs degree,8.0,"150,000$ or more",0.0,Very conservative,0.0,Republican,0.0,Agree,3.0,slightly_true,3.0,slightly_true,3.0,slightly_true,4.0,completely_true,3.0,slightly_true,4.0,completely_true,4.0,completely_true,0.0,completely_untrue,0.0,definetely_untrue,2.0,dont_know,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,1.0,Disagree,3.0,slightly_true,3.0,slightly_true,1.0,slightly_untrue,,,,,,,0,0.8333333333333334,,,,,,,,,,,,,,
55b645b1fdf99b1c02906872,gop-challenger-overstates-parole-boards-record-und,false,1.0,other,other,1.0,1.4,4.0,51-80,3.0,Four year college degree/bachelorâs degree,8.0,"150,000$ or more",0.0,Very conservative,0.0,Republican,0.0,Agree,3.0,slightly_true,3.0,slightly_true,3.0,slightly_true,4.0,completely_true,3.0,slightly_true,4.0,completely_true,4.0,completely_true,0.0,completely_untrue,0.0,definetely_untrue,2.0,dont_know,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,1.0,Disagree,3.0,slightly_true,3.0,slightly_true,1.0,slightly_untrue,,,,,,,0,0.8333333333333334,,,,,,,,,,,,,,
55b645b1fdf99b1c02906872,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,pants-on-fire,correct_false,1.0,1.2,4.0,51-80,3.0,Four year college degree/bachelorâs degree,8.0,"150,000$ or more",0.0,Very conservative,0.0,Republican,0.0,Agree,3.0,slightly_true,3.0,slightly_true,3.0,slightly_true,4.0,completely_true,3.0,slightly_true,4.0,completely_true,4.0,completely_true,0.0,completely_untrue,0.0,definetely_untrue,2.0,dont_know,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,1.0,Disagree,3.0,slightly_true,3.0,slightly_true,1.0,slightly_untrue,2.7,2.7,5.1,2.4,1.1,0.6,1,0.8333333333333334,4.0,4.1,3.9,3.6,3.2,3.4,3.5,3.4,0.4,0.3,1.1,1.0,0.1,1.0
55b645b1fdf99b1c02906872,barnes-partially-right-claim-johnson-has-received-,half-true,3.0,other,other,1.0,2.6,4.0,51-80,3.0,Four year college degree/bachelorâs degree,8.0,"150,000$ or more",0.0,Very conservative,0.0,Republican,0.0,Agree,3.0,slightly_true,3.0,slightly_true,3.0,slightly_true,4.0,completely_true,3.0,slightly_true,4.0,completely_true,4.0,completely_true,0.0,completely_untrue,0.0,definetely_untrue,2.0,dont_know,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,1.0,Disagree,3.0,slightly_true,3.0,slightly_true,1.0,slightly_untrue,,,,,,,2,0.8333333333333334,,,,,,,,,,,,,,
55b645b1fdf99b1c02906872,david-jolly-says-kathleen-peters-wont-take-stand-r,barely-true,2.0,other,other,4.0,2.7,4.0,51-80,3.0,Four year college degree/bachelorâs degree,8.0,"150,000$ or more",0.0,Very conservative,0.0,Republican,0.0,Agree,3.0,slightly_true,3.0,slightly_true,3.0,slightly_true,4.0,completely_true,3.0,slightly_true,4.0,completely_true,4.0,completely_true,0.0,completely_untrue,0.0,definetely_untrue,2.0,dont_know,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,1.0,Disagree,3.0,slightly_true,3.0,slightly_true,1.0,slightly_untrue,,,,,,,2,0.8333333333333334,,,,,,,,,,,,,,
55b645b1fdf99b1c02906872,john-boehner-says-stimulus-bill-was-rushed-passage,true,5.0,true,other_true,5.0,4.0,4.0,51-80,3.0,Four year college degree/bachelorâs degree,8.0,"150,000$ or more",0.0,Very conservative,0.0,Republican,0.0,Agree,3.0,slightly_true,3.0,slightly_true,3.0,slightly_true,4.0,completely_true,3.0,slightly_true,4.0,completely_true,4.0,completely_true,0.0,completely_untrue,0.0,definetely_untrue,2.0,dont_know,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,1.0,Disagree,3.0,slightly_true,3.0,slightly_true,1.0,slightly_untrue,2.2,2.5,4.4,2.1,1.1,0.7,0,0.8333333333333334,3.7,3.8,3.8,3.6,3.5,3.8,3.7,3.4,0.2,0.4,1.0,0.9,0.4,0.9
55ca03e1fdf99b2735fc1dde,ron-desantis-exaggerates-outstanding-graduate-stud,barely-true,2.0,other,other,1.0,2.6,3.0,36-50,5.0,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",7.0,"100,000$ to less than 150,000$",3.0,Liberal,1.0,Democrat,1.0,Disagree,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,0.0,definetely_untrue,0.0,definetely_untrue,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,0.0,Agree,4.0,completely_true,4.0,completely_true,3.0,slightly_true,,,,,,,1,0.3333333333333333,,,,,,,,,,,,,,
55ca03e1fdf99b2735fc1dde,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,pants-on-fire,correct_false,0.0,1.1,3.0,36-50,5.0,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",7.0,"100,000$ to less than 150,000$",3.0,Liberal,1.0,Democrat,1.0,Disagree,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,0.0,definetely_untrue,0.0,definetely_untrue,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,0.0,Agree,4.0,completely_true,4.0,completely_true,3.0,slightly_true,2.7,3.3,6.2,2.7,0.9,1.1,0,0.3333333333333333,3.8,4.0,3.9,3.9,3.8,3.8,3.7,3.8,0.4,0.5,0.9,0.8,0.7,0.8
55ca03e1fdf99b2735fc1dde,lauren-boebert-wrong-founding-fathers-intent-exper,false,1.0,other,other,0.0,2.1,3.0,36-50,5.0,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",7.0,"100,000$ to less than 150,000$",3.0,Liberal,1.0,Democrat,1.0,Disagree,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,0.0,definetely_untrue,0.0,definetely_untrue,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,0.0,Agree,4.0,completely_true,4.0,completely_true,3.0,slightly_true,,,,,,,1,0.3333333333333333,,,,,,,,,,,,,,
55ca03e1fdf99b2735fc1dde,hard-pin-down-growing-cost-unused-border-materials,half-true,3.0,other,other,3.0,3.6,3.0,36-50,5.0,"Postgraduate or professional degree, including masterâs, doctorate, medical or law degree",7.0,"100,000$ to less than 150,000$",3.0,Liberal,1.0,Democrat,1.0,Disagree,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,4.0,completely_true,0.0,definetely_untrue,0.0,definetely_untrue,1.0,definetely_true,1.0,definetely_true,0.0,definetely_untrue,1.0,definetely_true,0.0,Agree,4.0,completely_true,4.0,completely_true,3.0,slightly_true,,,,,,,0,0.3333333333333333,,,,,,,,,,,,,,
