worker_id,unit_id,doc_id,doc_statement_text,doc_index,index_iniziali,index_finali,doc_speaker_party,doc_statement_date,trimestre,quadrimestre,middle_of_the_year,start_or_end_of_the_year,quartile,doc_truthfulness_index,mean,sovra,doc_fact_check_ground_truth_label,scarto,wrong_false,correct_false,wrong_true,correct_true,numero_parole_frase,numero_parole_significative,percentuale_parole_significative,fre,sentiment,subjectivity,sentiment_label,subjectivity_label
5658000ca9872d0011e1ba26,unit_196,marjorie-taylor-greene-shared-edited-image-highlan,"Says an image shows the Highland Park shooting suspect ""in jail or rehab or a psychiatric center"" before the shooting.",1.0,1,0,REP,7.0,3,2,1,0,other,0.0,1.1,other,false,1,0,0,0,0,20,13,0.65,59.64,-0.1,0.05,negative,bassa
5658000ca9872d0011e1ba26,unit_196,virginia-975-abortions-occur-15-weeks-pregnancy-or,âNinety-two percent of abortions in Virginia take place before 15 weeks.â,3.0,1,0,DEM,7.0,3,2,1,0,other,4.0,4.0,other,mostly-true,0,0,0,0,0,11,8,0.7272727272727273,60.31,0.0,0.0,neutral,bassa
5658000ca9872d0011e1ba26,unit_196,susan-collins-says-year-overwhelming-majority-new-,"""This year, the overwhelming majority of new jobs are part time.""",4.0,0,0,REP,7.0,3,2,1,0,wrong_true,5.0,3.0,true,true,0,0,0,1,0,11,8,0.7272727272727273,68.77,0.3181818181818182,0.7272727272727273,positive,media-alta
565bdfcec121fe0012fc3897,unit_64,fact-checking-chris-murphy-ages-mass-shooters,"âMost of these killers tend to be 18, 19 years old.â",6.0,0,1,DEM,5.0,2,2,1,0,other,3.0,3.1,other,mostly-true,1,0,0,0,0,11,7,0.6363636363636364,102.61,0.0,0.0,neutral,bassa
565bdfcec121fe0012fc3897,unit_64,marjorie-taylor-greene-shared-edited-image-highlan,"Says an image shows the Highland Park shooting suspect ""in jail or rehab or a psychiatric center"" before the shooting.",0.0,1,0,REP,7.0,3,2,1,0,other,5.0,1.1,other,false,4,0,0,0,0,20,13,0.65,59.64,-0.1,0.05,negative,bassa
565bdfcec121fe0012fc3897,unit_64,rep-doug-holders-texting-while-driving-stat-too-hi,"""Nearly 25 percent of all automobile accidents are caused by texting while driving.""",2.0,1,0,REP,7.0,3,2,1,0,other,3.0,2.4,other,barely-true,1,0,0,0,0,13,8,0.6153846153846154,49.82,0.1,0.4,positive,media
565bdfcec121fe0012fc3897,unit_64,fact-checking-joe-biden-paying-down-federal-debt,"âMy Treasury Department is planning to pay down the national debt this quarter, which never happened under my predecessor.â",3.0,1,0,DEM,5.0,2,2,1,0,other,0.0,3.0,other,half-true,3,0,0,0,0,19,11,0.5789473684210527,43.73,-0.15555555555555559,0.2888888888888889,negative,media-bassa
565bdfcec121fe0012fc3897,unit_64,fact-checking-bernie-sanders-claim-us-spends-three,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",4.0,0,0,DEM,12.0,4,3,0,1,other_true,4.0,3.6,true,true,1,0,0,0,0,27,16,0.5925925925925926,86.37,0.5,0.5,positive,media
565bdfcec121fe0012fc3897,unit_64,graphic-labeled-top-ten-most-unhealthy-us-cities-d,"The âtop ten most unhealthy U.S. citiesâ are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.",5.0,0,1,REP,2.0,1,1,0,1,other_false,4.0,1.7,pants-on-fire,pants-on-fire,4,0,0,0,0,25,21,0.84,46.1,0.033333333333333326,0.39999999999999997,positive,media-bassa
567dd32b4f0ef30006dbb718,unit_88,more-50-years-ago-new-york-republican-support-abor,"When the New York State Senate voted to legalize abortion in 1970, 12 Republican senators voted in favor of it.",0.0,1,0,DEM,5.0,2,2,1,0,other_true,4.0,3.7,true,true,1,0,0,0,0,20,14,0.7,51.18,0.13636363636363635,0.45454545454545453,positive,media
567dd32b4f0ef30006dbb718,unit_88,suozzi-calling-hochul-interim-governor-s-misleadin,Hochul is an âinterim Governor.â,1.0,1,0,DEM,1.0,1,1,0,1,wrong_false,5.0,3.2,pants-on-fire,pants-on-fire,5,1,0,0,0,5,3,0.6,49.48,0.0,0.0,neutral,bassa
567dd32b4f0ef30006dbb718,unit_88,hard-pin-down-growing-cost-unused-border-materials,"$3 million per day in ""your tax dollars"" are being spent to guard ""unused border wall materials.""",2.0,1,0,DEM,5.0,2,2,1,0,other,3.0,3.6,other,half-true,0,0,0,0,0,17,13,0.7647058823529411,62.68,-0.1,0.1,negative,bassa
567dd32b4f0ef30006dbb718,unit_88,roe-reversal-ending-national-access-abortion-makes,"The Supreme Court decision overturning Roe v. Wade ""made the United States an outlier among developed nations in the world"" on abortion rights.",3.0,1,0,DEM,6.0,2,2,1,0,other,2.0,3.2,other,mostly-true,2,0,0,0,0,23,17,0.7391304347826086,68.26,0.1,0.3,positive,media-bassa
567dd32b4f0ef30006dbb718,unit_88,lauren-boebert-wrong-founding-fathers-intent-exper,The Founding Fathers of the United States intended that âthe church is supposed to direct the government.â,4.0,0,0,REP,6.0,2,2,1,0,other,0.0,2.1,other,false,1,0,0,0,0,17,10,0.5882352941176471,54.22,0.1,0.4,positive,media
567dd32b4f0ef30006dbb718,unit_88,democrats-say-david-jolly-david-jolly-supports-pri,"Says David Jolly ""supports privatizing Social Security.""",5.0,0,1,DEM,7.0,3,2,1,0,other,3.0,2.9,other,barely-true,1,0,0,0,0,7,7,1.0,5.15,0.03333333333333333,0.06666666666666667,positive,bassa
56caf7b564c068000c4d798a,unit_191,state-crime-lab-doing-less-testing-and-generally-t,"The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA.""",6.0,0,1,REP,4.0,2,1,0,0,wrong_true,4.0,3.0,true,true,1,0,0,1,0,37,28,0.7567567567567568,42.38,0.07666666666666667,0.4133333333333333,positive,media
56caf7b564c068000c4d798a,unit_191,democrats-say-david-jolly-david-jolly-supports-pri,"Says David Jolly ""supports privatizing Social Security.""",0.0,1,0,DEM,7.0,3,2,1,0,other,4.0,2.9,other,barely-true,2,0,0,0,0,7,7,1.0,5.15,0.03333333333333333,0.06666666666666667,positive,bassa
56caf7b564c068000c4d798a,unit_191,barnes-partially-right-claim-johnson-has-received-,"Says U.S. Sen. Ron Johnson, his prospective opponent, has received $1.2 million from the gun lobby.",1.0,1,0,DEM,5.0,2,2,1,0,other,4.0,2.6,other,half-true,1,0,0,0,0,16,12,0.75,72.16,0.0,0.0,neutral,bassa
56caf7b564c068000c4d798a,unit_191,charlie-crist-calls-marco-rubios-2007-tax-swap-pro,"Rubio's tax swap proposal ""would have been a massive tax increase.""",2.0,1,0,DEM,7.0,3,2,1,0,other,4.0,3.3,other,false,3,0,0,0,0,11,8,0.7272727272727273,68.77,0.0,1.0,neutral,alta
56caf7b564c068000c4d798a,unit_191,fact-checking-whether-bennie-thompson-objected-200,âBennie Thompson objected to the 2004 Presidential election.â,3.0,1,0,REP,6.0,2,2,1,0,other,5.0,4.5,other,mostly-true,1,0,0,0,0,8,6,0.75,29.52,0.0,0.0,neutral,bassa
56caf7b564c068000c4d798a,unit_191,georgias-david-perdue-said-elections-were-stolen-h,The 2021 Georgia Senate runoff and the 2020 presidential election âwere stolen.â,4.0,0,0,REP,3.0,1,1,0,0,other_false,4.0,2.1,pants-on-fire,pants-on-fire,4,0,0,0,0,12,9,0.75,67.76,0.0,0.0,neutral,bassa
56f9364e895094000c8f4967,unit_125,state-crime-lab-doing-less-testing-and-generally-t,"The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA.""",0.0,1,0,REP,4.0,2,1,0,0,wrong_true,0.0,3.0,true,true,5,0,0,1,0,37,28,0.7567567567567568,42.38,0.07666666666666667,0.4133333333333333,positive,media
56f9364e895094000c8f4967,unit_125,warren-wades-debate-health-care-costs-and-bankrupt,"""Back when I was studying it, two out of three families that ended up in bankruptcy after a serious medical problem had health insurance.""",1.0,1,0,DEM,10.0,4,3,0,0,other,0.0,3.3,other,mostly-true,4,0,0,0,0,24,13,0.5416666666666666,47.12,-0.1111111111111111,0.2222222222222222,negative,media-bassa
56f9364e895094000c8f4967,unit_125,democrats-say-david-jolly-david-jolly-supports-pri,"Says David Jolly ""supports privatizing Social Security.""",3.0,1,0,DEM,7.0,3,2,1,0,other,0.0,2.9,other,barely-true,2,0,0,0,0,7,7,1.0,5.15,0.03333333333333333,0.06666666666666667,positive,bassa
56f9364e895094000c8f4967,unit_125,biden-wrong-claim-about-gun-manufacturers-and-liab,Gun manufacturers are âthe only industry in the countryâ that have immunity from lawsuits.,4.0,0,0,DEM,6.0,2,2,1,0,other,1.0,1.4,other,false,0,0,0,0,0,14,7,0.5,31.89,0.0,1.0,neutral,alta
56f9364e895094000c8f4967,unit_125,SB6-Crist-veto-health-care,The passage of the teacher tenure bill in the Fla. Legislature was like the health care bill in Congress because one party jammed it through.,5.0,0,1,DEM,7.0,3,2,1,0,other,5.0,2.6,other,half-true,2,0,0,0,0,25,15,0.6,75.71,-0.1,0.6,negative,media-alta
56f9364e895094000c8f4967,unit_125,jd-vance-says-transgender-rights-drives-looming-co,"Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",6.0,0,1,REP,2.0,1,1,0,1,correct_false,1.0,1.2,pants-on-fire,pants-on-fire,1,0,1,0,0,15,12,0.8,64.71,0.0,0.0,neutral,bassa
57bfc1beef05670001ee84c2,unit_188,fact-checking-bernie-sanders-attack-florida-gov-ro,"""In Florida children are required to take their first standardized test within 30 days of beginning kindergarten and Gov. DeSantis wants to extend that requirement to preschoolers.""",6.0,0,1,DEM,7.0,3,2,1,0,other,0.0,2.1,other,half-true,3,0,0,0,0,27,19,0.7037037037037037,57.77,0.225,0.21666666666666667,positive,media-bassa
57bfc1beef05670001ee84c2,unit_188,gop-senate-candidate-hinckley-says-there-no-money-,"""There's no money in Social Security.""",7.0,0,1,REP,7.0,3,2,1,0,other,0.0,1.7,other,false,1,0,0,0,0,6,4,0.6666666666666666,48.47,0.03333333333333333,0.06666666666666667,positive,bassa
57bfc1beef05670001ee84c2,unit_188,democrats-still-exaggerating-gop-backing-scotts-pl,"Republican politicians are pushing a plan ""that could raise taxes on almost one in three Wisconsinites and sunset Social Security and Medicare in five years.""",0.0,1,0,DEM,5.0,2,2,1,0,other,3.0,2.2,other,barely-true,1,0,0,0,0,25,18,0.72,46.1,0.03333333333333333,0.06666666666666667,positive,bassa
57bfc1beef05670001ee84c2,unit_188,claim-kids-more-likely-have-access-crack-pipes-mas,"""In Joe Bidenâs America, your children are more likely to have access to a crack pipe than a mask-free education.""",1.0,1,0,REP,2.0,1,1,0,1,other_false,0.0,1.4,pants-on-fire,pants-on-fire,0,0,0,0,0,20,11,0.55,59.64,0.25,0.75,positive,media-alta
57bfc1beef05670001ee84c2,unit_188,checking-beasley-votes-armed-kidnapper-and-double-,"Cheri Beasley voted to reverse the conviction of an armed kidnapper, release a double murderer early.",3.0,1,0,REP,6.0,2,2,1,0,other,3.0,3.8,other,mostly-true,1,0,0,0,0,16,11,0.6875,46.78,0.05,0.15,positive,bassa
57bfc1beef05670001ee84c2,unit_188,warrens-argument-millions-cant-afford-their-rx-dru,"""Last year, 36 million Americans didnât have a prescription filled because they couldnât afford it.""",4.0,0,0,DEM,12.0,4,3,0,1,other_true,1.0,4.1,true,true,4,0,0,0,0,15,11,0.7333333333333333,56.25,0.2,0.48333333333333334,positive,media
57d940a5995a0b00016350be,unit_19,allan-fung-former-ri-gov-donald-carcieri-has-not-b,"""Governor Carcieri has not been campaigning with me.""",6.0,0,1,REP,7.0,3,2,1,0,wrong_true,3.0,2.7,true,true,2,0,0,1,0,8,4,0.5,71.82,0.0,0.0,neutral,bassa
57d940a5995a0b00016350be,unit_19,yes-trump-justices-said-roe-v-wade-was-precedent-c,"â... Justices Gorsuch, Kavanaugh, and Barrett assured the Senate Judiciary Committee and the American people that Roe v. Wade was âestablished precedent.ââ",0.0,1,0,DEM,5.0,2,2,1,0,other,5.0,3.7,other,mostly-true,1,0,0,0,0,22,16,0.7272727272727273,43.39,0.0,0.0,neutral,bassa
57d940a5995a0b00016350be,unit_19,bidens-claim-medicare-all-tax-hikes-rests-flaky-an,"""For people making between $50,000 and $75,000 a year, their taxes are going up about $5,000 because the fact is, they will pay more in new taxes"" for Medicare for All.",1.0,1,0,DEM,10.0,4,3,0,0,other,0.0,2.5,other,barely-true,2,0,0,0,0,31,16,0.5161290322580645,65.39,0.3181818181818182,0.4772727272727273,positive,media
57d940a5995a0b00016350be,unit_19,kevin-mccarthy-said-domestic-oil-more-affordable-i,âAmerican oil is â¦ more affordableâ than foreign oil.,2.0,1,0,REP,6.0,2,2,1,0,other,0.0,1.7,other,false,1,0,0,0,0,9,6,0.6666666666666666,62.34,0.1875,0.3125,positive,media-bassa
57d940a5995a0b00016350be,unit_19,ohios-jd-vance-wants-defund-federal-law-enforcemen,"J.D. Vance ""wants to defund law enforcement.""",3.0,1,0,DEM,6.0,2,2,1,0,other,2.0,2.9,other,half-true,1,0,0,0,0,7,6,0.8571428571428571,81.29,0.2,0.1,positive,bassa
57d940a5995a0b00016350be,unit_19,common-core-testing-homosexual-possibly-can,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",5.0,0,1,REP,5.0,2,2,1,0,correct_false,0.0,0.7,pants-on-fire,pants-on-fire,0,0,1,0,0,25,14,0.56,46.1,-0.15,0.75,negative,media-alta
57e7bb4e73e67300012b8e2a,unit_76,virginia-blacks-eight-times-more-likely-whites-be-,"âIn Virginia, Black people are eight times (8X) more likely than white people to die of gun homicide.â",6.0,0,1,DEM,6.0,2,2,1,0,correct_true,5.0,4.5,true,true,0,0,0,0,1,18,13,0.7222222222222222,78.59,0.08333333333333334,0.48333333333333334,positive,media
57e7bb4e73e67300012b8e2a,unit_76,secretary-state-brian-kemp-says-challenger-didnt-v,"Says his GOP challenger, Doug MacGinnitie, ""hadnât voted in a Republican primary for almost 20 years until 2008.",7.0,0,1,REP,6.0,2,2,1,0,other,4.0,2.0,other,false,3,0,0,0,0,18,13,0.7222222222222222,44.75,0.4,0.5,positive,media
57e7bb4e73e67300012b8e2a,unit_76,among-children-firearms-leading-cause-death-2020,âThe leading cause of death among children is a firearm.â,0.0,1,0,DEM,5.0,2,2,1,0,other,5.0,3.5,other,mostly-true,1,0,0,0,0,10,7,0.7,86.71,0.0,0.0,neutral,bassa
57e7bb4e73e67300012b8e2a,unit_76,fact-checking-claim-about-number-immigrants-becomi,"""Last year, we were in the range of 850,000 and that was the most in five years. â¦ We are letting more people become citizens than has happened in years.""",1.0,1,0,DEM,7.0,3,2,1,0,other,3.0,3.4,other,half-true,0,0,0,0,0,30,13,0.43333333333333335,74.87,0.3333333333333333,0.35555555555555557,positive,media-bassa
57e7bb4e73e67300012b8e2a,unit_76,claim-nominee-ketanji-brown-jackson-wants-defund-p,"Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",2.0,1,0,REP,3.0,1,1,0,0,other_false,1.0,1.5,pants-on-fire,pants-on-fire,1,0,0,0,0,19,15,0.7894736842105263,52.19,-0.1875,0.5625,negative,media
57e7bb4e73e67300012b8e2a,unit_76,wis-gov-evers-didnt-cause-slowdown-state-crime-lab,On Gov. Tony âEversâ watchâ¦the efficiency of the state crime lab has plummeted.â,4.0,0,0,REP,5.0,2,2,1,0,other,5.0,2.9,other,barely-true,3,0,0,0,0,13,9,0.6923076923076923,66.74,0.0,0.0,neutral,bassa
583ec287ad2f4300014b355a,unit_70,gop-senate-candidate-hinckley-says-there-no-money-,"""There's no money in Social Security.""",6.0,0,1,REP,7.0,3,2,1,0,other,0.0,1.7,other,false,1,0,0,0,0,6,4,0.6666666666666666,48.47,0.03333333333333333,0.06666666666666667,positive,bassa
583ec287ad2f4300014b355a,unit_70,joe-biden-blame-putin-high-gasoline-prices,âMake no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.â,7.0,0,1,DEM,3.0,1,1,0,0,other,1.0,3.3,other,mostly-true,3,0,0,0,0,16,10,0.625,80.62,0.10714285714285714,0.41428571428571426,positive,media
583ec287ad2f4300014b355a,unit_70,rep-doug-holders-texting-while-driving-stat-too-hi,"""Nearly 25 percent of all automobile accidents are caused by texting while driving.""",0.0,1,0,REP,7.0,3,2,1,0,other,1.0,2.4,other,barely-true,1,0,0,0,0,13,8,0.6153846153846154,49.82,0.1,0.4,positive,media
583ec287ad2f4300014b355a,unit_70,suozzi-calling-hochul-interim-governor-s-misleadin,Hochul is an âinterim Governor.â,2.0,1,0,DEM,1.0,1,1,0,1,wrong_false,5.0,3.2,pants-on-fire,pants-on-fire,5,1,0,0,0,5,3,0.6,49.48,0.0,0.0,neutral,bassa
583ec287ad2f4300014b355a,unit_70,state-crime-lab-doing-less-testing-and-generally-t,"The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA.""",3.0,1,0,REP,4.0,2,1,0,0,wrong_true,3.0,3.0,true,true,2,0,0,1,0,37,28,0.7567567567567568,42.38,0.07666666666666667,0.4133333333333333,positive,media
583ec287ad2f4300014b355a,unit_70,fact-checking-bernie-sanders-attack-florida-gov-ro,"""In Florida children are required to take their first standardized test within 30 days of beginning kindergarten and Gov. DeSantis wants to extend that requirement to preschoolers.""",4.0,0,0,DEM,7.0,3,2,1,0,other,0.0,2.1,other,half-true,3,0,0,0,0,27,19,0.7037037037037037,57.77,0.225,0.21666666666666667,positive,media-bassa
58c1ce3c3783090001b49355,unit_71,yes-trump-justices-said-roe-v-wade-was-precedent-c,"â... Justices Gorsuch, Kavanaugh, and Barrett assured the Senate Judiciary Committee and the American people that Roe v. Wade was âestablished precedent.ââ",6.0,0,1,DEM,5.0,2,2,1,0,other,5.0,3.7,other,mostly-true,1,0,0,0,0,22,16,0.7272727272727273,43.39,0.0,0.0,neutral,bassa
58c1ce3c3783090001b49355,unit_71,rep-tim-murphy-says-air-ban-israel-offers-preceden,"Blocking travel from countries with Ebola should be possible because President Barack Obama ""has sealed off Israel in the past.""",0.0,1,0,REP,7.0,3,2,1,0,other,3.0,2.7,other,barely-true,1,0,0,0,0,20,12,0.6,51.18,-0.125,0.625,negative,media-alta
58c1ce3c3783090001b49355,unit_71,chris-smith-elections-bill-two-required-changes,"The election bill ""allows persons to correct an absentee ballot if they did not sign it and requires an extra two hours a day for early voting. Everything else in this bill is discretionary.""",1.0,1,0,DEM,7.0,3,2,1,0,other,3.0,3.1,other,half-true,0,0,0,0,0,34,19,0.5588235294117647,71.14,0.05,0.2,positive,media-bassa
58c1ce3c3783090001b49355,unit_71,susan-collins-says-year-overwhelming-majority-new-,"""This year, the overwhelming majority of new jobs are part time.""",3.0,1,0,REP,7.0,3,2,1,0,wrong_true,1.0,3.0,true,true,4,0,0,1,0,11,8,0.7272727272727273,68.77,0.3181818181818182,0.7272727272727273,positive,media-alta
58c1ce3c3783090001b49355,unit_71,common-core-testing-homosexual-possibly-can,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",4.0,0,0,REP,5.0,2,2,1,0,correct_false,0.0,0.7,pants-on-fire,pants-on-fire,0,0,1,0,0,25,14,0.56,46.1,-0.15,0.75,negative,media-alta
58c1ce3c3783090001b49355,unit_71,gus-bilirakis-says-his-flood-insurance-bill-would-,"Under a proposed bill, a $100,000 homeâs flood insurance premium would be ""maybe $200 or $300 annually.""",5.0,0,1,REP,7.0,3,2,1,0,other,1.0,3.0,other,false,0,0,0,0,0,17,12,0.7058823529411765,54.22,0.0,0.0,neutral,bassa
58d069219dbe3f0001258793,unit_119,fact-checking-omalleys-claim-hillary-clinton-flips,"""Secretary Clinton changes her position on (gun issues) every election year, it seems, having one position in 2000 and then campaigning against President Obama and saying we don't need federal standards.""",6.0,0,1,DEM,12.0,4,3,0,1,other,2.0,2.9,other,half-true,1,0,0,0,0,31,20,0.6451612903225806,40.01,0.0,0.0,neutral,bassa
58d069219dbe3f0001258793,unit_119,nikki-frieds-ad-misleads-crists-position-abortion-,âCharlie Crist is pro-life.â,7.0,0,1,DEM,6.0,2,2,1,0,other,5.0,3.1,other,barely-true,3,0,0,0,0,4,3,0.75,75.88,0.0,0.0,neutral,bassa
58d069219dbe3f0001258793,unit_119,joe-biden-blame-putin-high-gasoline-prices,âMake no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.â,0.0,1,0,DEM,3.0,1,1,0,0,other,4.0,3.3,other,mostly-true,0,0,0,0,0,16,10,0.625,80.62,0.10714285714285714,0.41428571428571426,positive,media
58d069219dbe3f0001258793,unit_119,common-core-testing-homosexual-possibly-can,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",1.0,1,0,REP,5.0,2,2,1,0,correct_false,0.0,0.7,pants-on-fire,pants-on-fire,0,0,1,0,0,25,14,0.56,46.1,-0.15,0.75,negative,media-alta
58d069219dbe3f0001258793,unit_119,yes-its-true-cannabis-reform-supported-wisconsin-i,"Cannabis reform ""is supported by the majority of the residents of our state, including a majority of Republicans.""",2.0,1,0,DEM,4.0,2,1,0,0,other_true,2.0,3.9,true,true,3,0,0,0,0,18,10,0.5555555555555556,27.83,0.0,0.0,neutral,bassa
58d069219dbe3f0001258793,unit_119,no-evidence-pelosi-rejected-trumps-authorization-2,"âDonald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",3.0,1,0,REP,6.0,2,2,1,0,other,2.0,1.8,other,false,1,0,0,0,0,26,17,0.6538461538461539,53.55,0.0,0.0,neutral,bassa
58d3dad59dbe3f0001258f66,unit_62,fact-checking-bernie-sanders-attack-florida-gov-ro,"""In Florida children are required to take their first standardized test within 30 days of beginning kindergarten and Gov. DeSantis wants to extend that requirement to preschoolers.""",7.0,0,1,DEM,7.0,3,2,1,0,other,1.0,2.1,other,half-true,2,0,0,0,0,27,19,0.7037037037037037,57.77,0.225,0.21666666666666667,positive,media-bassa
